"OrphaCode"|"AverageAgeOfOnset"|"AverageAgeOfDeath"|"InheritanceTypes"
95161|"All ages"|"normal life expectancy"|"Autosomal dominant"
95159|""|""|"Autosomal recessive"
95428|"Childhood"|"No data available"|"Autosomal recessive"
95427|"All ages"|""|"Not applicable"
95409|"All ages"|"any age"|"Autosomal recessive, Not applicable, X-linked dominant"
95432|"Adult"|""|"Multigenic/multifactorial, Not applicable"
95430|"Infancy"|""|"No data available"
95429|"Childhood"|""|"Autosomal dominant, Not applicable, X-linked recessive"
94091|"Adolescent, Adult, Childhood, Elderly"|""|""
94093|"All ages"|"any age"|"Unknown"
94122|""|""|"Autosomal recessive"
94124|"Adolescent"|""|"Autosomal recessive"
94125|""|""|"Autosomal recessive"
94145|"All ages"|"adult, elderly, normal life expectancy"|"Autosomal dominant"
94147|"Adolescent, Adult, Childhood, Elderly, Infancy"|"any age"|"Autosomal dominant"
94148|"Adolescent, Adult, Childhood, Elderly"|"adult, elderly, normal life expectancy"|"Autosomal dominant"
94149|""|""|"Autosomal dominant"
94150|""|""|"Autosomal recessive"
94064|"Childhood, Infancy, Neonatal"|"No data available"|"Autosomal recessive"
94063|"Childhood"|""|"Unknown"
94066|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
94065|"Childhood"|""|"Not applicable, Unknown"
94068|"Neonatal"|""|"Autosomal dominant"
94083|"Childhood"|"No data available"|"X-linked recessive"
94088|"All ages"|"normal life expectancy"|"Autosomal recessive"
94087|""|""|"Unknown"
94090|"All ages"|"any age"|"Not applicable"
94089|"Adolescent, Childhood, Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
96173|"Antenatal, Neonatal"|"infantile, stillbirth"|""
96170|"Neonatal"|"infantile"|""
96169|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant"
96168|"Neonatal"|""|"Not applicable"
96167|"Infancy, Neonatal"|"any age"|"Unknown"
96160|"Neonatal"|""|""
96150|"Neonatal"|""|""
96148|"Antenatal, Neonatal"|""|"Not applicable, Unknown"
96149|"Neonatal"|""|""
96147|"Infancy, Neonatal"|""|""
96145|"Infancy, Neonatal"|""|""
96129|"Antenatal, Neonatal"|""|""
96125|"Infancy, Neonatal"|""|"Not applicable, Unknown"
96126|"Antenatal, Neonatal"|""|""
96121|"Infancy, Neonatal"|"No data available"|""
96123|"Neonatal"|"infantile"|""
96112|"Neonatal"|""|""
96107|"Antenatal, Neonatal"|""|""
96106|"Antenatal, Neonatal"|""|""
96105|"Antenatal, Neonatal"|""|""
96109|"Antenatal, Neonatal"|""|""
96098|"Antenatal, Neonatal"|""|""
96097|"Neonatal"|""|""
96096|"Antenatal, Neonatal"|""|""
96103|"Antenatal, Neonatal"|""|""
96102|"Infancy, Neonatal"|"any age"|""
96101|"Antenatal, Neonatal"|""|""
96100|"Antenatal, Neonatal"|""|""
96094|"Infancy, Neonatal"|""|""
96095|"Antenatal, Neonatal"|"infantile"|""
96092|"Infancy, Neonatal"|"normal life expectancy"|"Not applicable, Unknown"
96072|"Infancy, Neonatal"|"No data available"|""
96074|"Antenatal, Neonatal"|""|""
96078|"Infancy, Neonatal"|"No data available"|""
96069|"Infancy, Neonatal"|""|""
96068|"Antenatal, Neonatal"|""|""
96071|"Antenatal, Neonatal"|""|""
96070|"Neonatal"|""|""
96059|"Antenatal, Neonatal"|""|""
96060|"Antenatal, Neonatal"|""|""
96061|"Infancy, Neonatal"|"any age, normal life expectancy"|"Not applicable, Unknown"
96063|"Antenatal, Neonatal"|"infantile"|""
95719|"Neonatal"|""|"Not applicable"
95720|"Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
93555|"All ages"|""|""
93554|"All ages"|""|""
93552|"Adolescent, Childhood, Infancy, Neonatal"|""|"Not applicable"
93562|""|""|"Autosomal dominant"
93560|""|""|"Autosomal dominant"
93561|""|""|"Autosomal dominant"
93571|"Childhood"|""|"Autosomal recessive"
93568|"Adolescent, Childhood"|"normal life expectancy"|""
93474|"Adolescent, Adult, Childhood"|"elderly"|"Autosomal recessive"
93476|"Infancy, Neonatal"|"young Adult"|"Autosomal recessive"
93473|"Infancy, Neonatal"|"adolescent, late childhood"|"Autosomal recessive"
93399|""|""|"Autosomal recessive"
93398|"Childhood"|""|""
93400|""|""|"Autosomal recessive"
599373|"Neonatal"|"No data available"|""
93403|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant"
93402|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant"
93405|"Infancy, Neonatal"|""|"Autosomal dominant"
93404|"Infancy, Neonatal"|""|"Autosomal dominant"
599480|""|""|"Not applicable"
599485|""|""|"Not applicable"
93406|"Infancy, Neonatal"|""|"Autosomal dominant"
93409|"Infancy, Neonatal"|"No data available"|"Autosomal dominant"
93360|"Infancy, Neonatal"|"No data available"|"Autosomal dominant"
93359|"Infancy, Neonatal"|"adolescent, infantile, late childhood, young Adult"|"Autosomal recessive"
93358|"Infancy, Neonatal"|"infantile, late childhood"|"Autosomal recessive"
93357|"Infancy, Neonatal"|""|"Autosomal recessive"
599082|"Infancy, Neonatal"|"No data available"|""
93372|"All ages"|"normal life expectancy"|"Autosomal dominant"
93382|"Infancy, Neonatal"|""|"Autosomal dominant"
93383|"Antenatal"|"No data available"|"Autosomal dominant"
93387|"Antenatal"|"No data available"|"Autosomal dominant"
93388|"Infancy, Neonatal"|""|"Autosomal dominant"
93384|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
93396|"Infancy, Neonatal"|""|"Autosomal dominant"
93397|"Infancy, Neonatal"|""|""
93394|"Infancy, Neonatal"|""|"Autosomal dominant"
595356|""|""|"Autosomal dominant, Autosomal recessive"
93969|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
93964|"Adult, Elderly"|""|""
94059|"Adolescent, Adult, Childhood, Elderly"|""|"Not applicable"
94058|"Adult, Elderly"|""|"Not applicable"
94056|"No data available"|"No data available"|"Not applicable"
93976|"Infancy, Neonatal"|"normal life expectancy"|""
93932|"Neonatal"|""|"X-linked recessive"
93930|"Infancy, Neonatal"|"normal life expectancy"|"Multigenic/multifactorial"
93928|""|"normal life expectancy"|"Multigenic/multifactorial"
93929|"Infancy, Neonatal"|"normal life expectancy"|"Multigenic/multifactorial"
93926|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
93924|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
93925|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
93921|"Adult, Elderly"|"Not yet documented"|"Autosomal dominant"
93952|"Infancy"|"No data available"|"X-linked recessive"
595109|"Antenatal, Neonatal"|"any age, early childhood, infantile"|""
595133|"Adolescent, Adult, Childhood, Elderly"|"No data available"|""
93950|""|""|"X-linked recessive"
595098|"Antenatal, Neonatal"|"any age, early childhood, infantile"|""
93947|"Infancy, Neonatal"|"normal life expectancy"|"X-linked recessive"
595105|"Antenatal, Neonatal"|"any age, early childhood, infantile"|""
93946|"Infancy, Neonatal"|"normal life expectancy"|"X-linked recessive"
93945|"Infancy"|"No data available"|"X-linked recessive"
93941|"Infancy, Neonatal"|""|""
93940|"Infancy, Neonatal"|""|""
93939|"Infancy, Neonatal"|""|""
93938|"Infancy, Neonatal"|""|""
93616|"All ages"|""|"Autosomal recessive"
93622|"Childhood"|"adult"|"X-linked recessive"
93623|"Childhood, Infancy"|"adult"|"X-linked recessive"
93672|"Adolescent, Childhood, Infancy"|"normal life expectancy"|"Not applicable"
93685|"All ages"|""|""
93591|"Antenatal, Childhood, Infancy, Neonatal"|""|"Autosomal recessive"
93592|""|""|"Autosomal recessive"
93589|""|""|"Autosomal recessive"
93598|"All ages"|"any age"|"Autosomal recessive"
93583|"Adult, Childhood, Infancy, Neonatal"|"any age"|"Autosomal recessive"
93585|"All ages"|"any age"|"Multigenic/multifactorial"
93610|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant"
93608|"Adolescent, Adult"|"normal life expectancy"|"Autosomal dominant"
93607|"Childhood"|"normal life expectancy"|"Autosomal recessive"
93613|""|""|"Semi-dominant"
93612|""|""|"Autosomal recessive"
93602|""|""|"Autosomal recessive"
93601|""|""|"Autosomal recessive"
596448|""|""|"Not applicable"
93600|""|""|"Autosomal recessive"
93599|"Childhood"|"any age"|"Autosomal recessive"
93606|"Childhood"|"normal life expectancy"|"X-linked recessive"
596753|"Adult, Elderly"|"elderly"|""
93605|"Adolescent, Adult, Childhood, Infancy"|""|"Autosomal recessive"
99094|"Infancy, Neonatal"|""|""
99077|""|""|"Not applicable"
99063|"Adult, Childhood, Infancy, Neonatal"|""|""
99125|"Neonatal"|""|"Not applicable"
99124|"Adolescent, Adult, Childhood, Infancy"|"normal life expectancy"|""
99095|"Infancy, Neonatal"|""|""
99147|"Adult"|""|"Not applicable"
99138|""|""|"Autosomal dominant"
592873|"Adolescent, Adult, Childhood, Elderly, Infancy"|"normal life expectancy"|""
99141|"Neonatal"|""|"Autosomal recessive"
99130|""|""|"Not applicable"
99129|""|""|"Not applicable"
99131|""|""|"Not applicable"
99324|"Antenatal, Neonatal"|""|""
99361|""|""|"Autosomal dominant"
99179|"Adolescent, Adult, Childhood"|"normal life expectancy"|""
99172|"Neonatal"|"normal life expectancy"|"Unknown"
99657|"Childhood"|""|"Autosomal recessive"
99429|"All ages"|"normal life expectancy"|"X-linked recessive"
99642|"Adolescent, Adult, Childhood"|"No data available"|""
99647|"Infancy, Neonatal"|"No data available"|"No data available"
99646|"Childhood, Infancy, Neonatal"|"No data available"|"Not applicable"
99688|"Neonatal"|"No data available"|""
592574|"Antenatal, Infancy, Neonatal"|"any age"|""
592564|"Childhood, Infancy, Neonatal"|"No data available"|""
592570|"Antenatal, Neonatal"|"No data available"|""
99718|"Adolescent, Adult, Childhood, Infancy"|"normal life expectancy"|"Mitochondrial inheritance"
590539|"Adolescent, Adult, Childhood, Elderly"|"No data available"|""
99725|"Adolescent, Childhood, Infancy"|"adult"|"Autosomal dominant, X-linked dominant"
589821|"Antenatal, Neonatal"|"adolescent, adult, early childhood, infantile, late childhood, young Adult"|""
589827|"Childhood"|"adolescent, adult, early childhood, late childhood, young Adult"|""
589824|"Childhood, Infancy"|"adolescent, adult, early childhood, late childhood, young Adult"|""
589833|"Elderly"|"elderly"|""
589830|"Adult"|"adult, elderly, young Adult"|""
589905|"Antenatal, Infancy, Neonatal"|"No data available"|"Autosomal dominant"
589856|"Neonatal"|"No data available"|""
99710|"Childhood"|"No data available"|""
99749|""|""|"Autosomal recessive"
99748|"All ages"|""|"Not applicable"
99734|"Childhood"|"normal life expectancy"|"Autosomal dominant"
99731|"Infancy, Neonatal"|""|""
99735|"Childhood"|"normal life expectancy"|"Autosomal dominant"
99736|"Childhood"|"normal life expectancy"|"Autosomal dominant"
99741|""|""|"Autosomal dominant"
99742|"Infancy, Neonatal"|"late childhood"|"Autosomal recessive"
99739|""|""|"Autosomal dominant"
99745|"All ages"|"adolescent, late childhood"|"Not applicable"
98820|""|""|"Autosomal dominant"
98818|"Childhood"|"any age"|"Autosomal dominant"
98813|"Infancy, Neonatal"|"adolescent, late childhood"|"Autosomal dominant, X-linked recessive"
98811|"Adolescent, Adult, Childhood, Infancy"|""|"Autosomal dominant, Not applicable"
98810|"Adolescent, Adult, Childhood, Infancy"|""|"Autosomal dominant, Not applicable"
98809|"Adolescent, Adult, Childhood, Infancy"|"normal life expectancy"|"Autosomal dominant, Not applicable"
98808|"Childhood"|"normal life expectancy"|"Autosomal dominant, Not applicable"
98807|"Adolescent, Childhood"|"No data available"|"Autosomal dominant"
98838|"Adult"|""|"Multigenic/multifactorial, Not applicable"
98833|"Adult"|""|"Not applicable"
98834|"All ages"|""|"Not applicable"
98831|"Childhood"|""|""
98832|"Adult"|""|"Not applicable"
98827|"All ages"|""|"Not applicable"
98826|"Adolescent, Adult, Childhood, Elderly, Infancy"|""|"Not applicable"
98823|"Adult"|""|"Not applicable"
98824|"Adult"|""|""
98851|"All ages"|""|"Not applicable"
98853|"Childhood"|"adult"|"Autosomal dominant"
98848|"Adult, Elderly"|"normal life expectancy"|"Not applicable"
98850|"Adult, Antenatal, Elderly, Neonatal"|"any age"|"Not applicable"
98849|"Adult, Elderly"|"adult, elderly"|"Not applicable"
98844|"Adult"|""|""
98843|"Adult"|""|""
98846|"Adult"|""|""
98845|"Adult"|""|""
98839|""|""|"Not applicable"
98842|"All ages"|"normal life expectancy"|""
98841|"All ages"|"any age"|"Not applicable"
589608|"No data available"|"No data available"|""
589595|"Adolescent, Adult, Childhood, Infancy"|"adolescent, adult, early childhood, late childhood, young Adult"|""
98868|"All ages"|"normal life expectancy"|"Autosomal dominant"
98869|"Infancy, Neonatal"|"adult"|"Autosomal recessive"
589618|"Childhood, Infancy"|"No data available"|"Autosomal dominant"
98870|"All ages"|"normal life expectancy"|"Autosomal dominant, Autosomal recessive"
589534|"Adolescent, Adult, Childhood, Elderly"|"adolescent, adult, early childhood, elderly, late childhood, young Adult"|""
98863|""|""|"X-linked recessive"
589527|"Adult"|"No data available"|"Autosomal dominant"
589547|"Childhood, Infancy, Neonatal"|"No data available"|""
589542|"Adolescent, Adult, Childhood, Elderly"|"adolescent, adult, elderly, late childhood, young Adult"|""
589442|"Childhood, Infancy, Neonatal"|"No data available"|""
589435|"Neonatal"|"any age, infantile"|"Autosomal recessive"
589522|"Adult"|"No data available"|"Autosomal dominant"
589515|"Infancy, Neonatal"|"Not yet documented"|""
98855|""|""|"Autosomal recessive"
98856|"Childhood"|""|"Autosomal recessive"
98881|"All ages"|""|"Autosomal dominant"
98880|"Infancy, Neonatal"|""|"Autosomal recessive"
98879|"Childhood, Infancy, Neonatal"|"any age"|"X-linked recessive"
98886|""|""|"Autosomal dominant"
98885|""|""|"Autosomal recessive"
98873|"Childhood"|"adult"|"Autosomal recessive"
98871|"Childhood, Infancy"|""|""
98878|"Childhood, Infancy, Neonatal"|"any age"|"X-linked recessive"
98897|""|""|"Autosomal dominant, Autosomal recessive"
98895|"Childhood"|"any age"|"X-linked recessive"
98896|"Childhood"|"young Adult"|"X-linked recessive"
98902|"Neonatal"|"early childhood"|"Autosomal recessive"
98890|"Childhood"|""|"X-linked recessive"
98893|"Infancy, Neonatal"|""|"Autosomal recessive"
98892|"Childhood"|""|"Autosomal dominant, Autosomal recessive, X-linked dominant"
98912|"Adult"|"normal life expectancy"|""
98914|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
98913|"Infancy, Neonatal"|""|"Autosomal recessive"
98916|"All ages"|"any age"|"Multigenic/multifactorial, Not applicable"
98915|"Infancy, Neonatal"|""|""
98918|"All ages"|"any age"|"Multigenic/multifactorial, Not applicable"
98917|"All ages"|"any age"|"Multigenic/multifactorial, Not applicable"
98908|"Adult"|"No data available"|"Autosomal recessive"
98907|""|""|"Autosomal recessive"
98909|"Adolescent, Adult, Childhood, Infancy"|"any age"|""
98933|"Adult"|"elderly"|"Not applicable"
98934|"Adult"|""|"Autosomal dominant"
98919|"All ages"|"any age"|"Multigenic/multifactorial, Not applicable"
98920|"Infancy, Neonatal"|"early childhood, infantile"|"Autosomal recessive"
98938|"Antenatal, Neonatal"|"normal life expectancy"|"Autosomal dominant, Autosomal recessive"
98949|"Antenatal, Neonatal"|"No data available"|""
98950|"Antenatal, Neonatal"|"No data available"|""
98948|"Antenatal, Neonatal"|"No data available"|""
98957|"Childhood"|""|"Autosomal recessive"
98956|""|""|"Autosomal dominant"
98955|"Childhood"|""|"X-linked dominant"
98954|"Childhood"|""|"Autosomal dominant"
98964|"All ages"|""|"Autosomal dominant"
98963|"Childhood"|""|"Autosomal dominant"
98962|"Childhood"|""|"Autosomal dominant"
98961|"Childhood"|""|"Autosomal dominant"
98960|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
98959|"Childhood"|""|"Autosomal dominant"
98971|"Infancy, Neonatal"|""|"Autosomal dominant"
98972|"Childhood"|""|"Autosomal dominant"
98973|"Childhood"|""|"Autosomal dominant"
98974|"Adult"|""|"Autosomal dominant, Multigenic/multifactorial, Not applicable"
98967|"All ages"|""|"Autosomal dominant"
98969|"All ages"|""|"Autosomal recessive"
98970|"All ages"|""|"Autosomal dominant"
98975|"Infancy, Neonatal"|""|"Autosomal dominant"
98976|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant, Autosomal recessive, Not applicable"
98977|"Adolescent, Childhood"|"normal life expectancy"|"Autosomal dominant"
98978|""|""|"Autosomal dominant"
98988|"Infancy, Neonatal"|""|"Autosomal dominant"
98990|"Infancy, Neonatal"|""|"Autosomal dominant"
98989|"Childhood"|""|"Autosomal dominant"
98984|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
98985|"Infancy, Neonatal"|""|"Autosomal dominant"
98995|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
98992|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
98991|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
98994|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
98993|"Infancy, Neonatal"|""|"Autosomal dominant"
99001|"Adult"|"normal life expectancy"|"Autosomal dominant"
99002|"Adult"|"normal life expectancy"|"Autosomal recessive, Unknown"
99000|"Adult"|"normal life expectancy"|"Autosomal dominant, Not applicable"
99003|"Adult"|"normal life expectancy"|"Autosomal dominant"
99013|"Adolescent, Adult, Childhood, Elderly"|"No data available"|"Autosomal recessive"
99014|"Childhood, Infancy"|""|"X-linked recessive"
99015|"Childhood"|"adult"|"X-linked recessive"
585867|"Adolescent, Adult, Childhood, Elderly, Infancy, Neonatal"|"any age"|""
585877|"Adolescent, Adult, Childhood, Elderly, Infancy"|"adolescent, adult, early childhood, elderly, late childhood, young Adult"|""
585909|"Adolescent, Adult, Childhood, Elderly, Infancy"|"adolescent, adult, early childhood, elderly, infantile, late childhood, young Adult"|""
585936|"Adolescent, Adult, Childhood"|"No data available"|""
585942|"Adolescent, Adult, Childhood"|"adolescent, adult, early childhood, late childhood, young Adult"|""
585918|"Adolescent, Adult, Childhood, Infancy"|"adolescent, adult, early childhood, infantile, late childhood, young Adult"|""
585929|"Adolescent, Adult, Childhood"|"No data available"|""
99027|"Adult"|""|"Autosomal dominant"
585956|"Adolescent, Adult, Childhood"|"No data available"|""
