"OrphaCode"|"Name"|"Group"|"Type"|"OMIM"
85102|"Perineurioma"|"Group of disorders"|"Clinical group"|
84132|"Desmin-related myopathy with Mallory body-like inclusions"|"Disorder"|"Disease"|602771
84142|"Isaacs syndrome"|"Disorder"|"Disease"|
84093|"Hereditary thermosensitive neuropathy"|"Disorder"|"Disease"|602107
85186|"Endosteal sclerosis-cerebellar hypoplasia syndrome"|"Disorder"|"Malformation syndrome"|213002
85184|"Craniometadiaphyseal dysplasia, wormian bone type"|"Disorder"|"Malformation syndrome"|269300
85182|"Diaphyseal medullary stenosis-bone malignancy syndrome"|"Disorder"|"Disease"|112250
85179|"Infantile osteopetrosis with neuroaxonal dysplasia"|"Disorder"|"Malformation syndrome"|600329
85175|"Astley-Kendall dysplasia"|"Disorder"|"Malformation syndrome"|
85174|"Pseudodiastrophic dysplasia"|"Disorder"|"Malformation syndrome"|264180
85173|"IMAGe syndrome"|"Disorder"|"Malformation syndrome"|614732
85172|"Microcephalic osteodysplastic dysplasia, Saul-Wilson type"|"Disorder"|"Disease"|618150
85170|"Mesomelic dysplasia, Savarirayan type"|"Disorder"|"Malformation syndrome"|605274
85169|"Familial digital arthropathy-brachydactyly"|"Disorder"|"Malformation syndrome"|606835
85168|"Craniofacial conodysplasia"|"Disorder"|"Malformation syndrome"|
85167|"Spondylometaphyseal dysplasia-cone-rod dystrophy syndrome"|"Disorder"|"Disease"|608940
85166|"Platyspondylic dysplasia, Torrance type"|"Disorder"|"Malformation syndrome"|151210
85165|"Severe achondroplasia-developmental delay-acanthosis nigricans syndrome"|"Disorder"|"Disease"|616482
603448|"Cerebellar hypoplasia-intellectual disability-congenital microcephaly-dystonia-anemia-growth retardation syndrome"|"Disorder"|"Malformation syndrome"|619273
603515|"Isolated female hypospadias"|"Disorder"|"Morphological anomaly"|
603494|"Coloboma-osteopetrosis-microphthalmia-macrocephaly-albinism-deafness syndrome"|"Disorder"|"Malformation syndrome"|617306
603689|"KLHL7-related Bohring-Opitz-like syndrome"|"Disorder"|"Malformation syndrome"|
603684|"KLHL7-related Bohring-Opitz-like/Cold-induced sweating-like overlap syndrome"|"Disorder"|"Malformation syndrome"|
98127|"Autosomal anomaly"|"Group of disorders"|"Category"|
603699|"KLHL7-related disorder"|"Group of disorders"|"Clinical group"|
603694|"KLHL7-related cold-induced sweating-like syndrome"|"Disorder"|"Disease"|
98130|"Autosomal trisomy"|"Group of disorders"|"Category"|
98131|"Total autosomal trisomy"|"Group of disorders"|"Category"|
98132|"Partial autosomal trisomy/tetrasomy"|"Group of disorders"|"Category"|
98152|"Autosomal uniparental disomy"|"Group of disorders"|"Category"|
98153|"Maternal uniparental disomy"|"Group of disorders"|"Category"|
98156|"Sex-chromosome number anomaly"|"Group of disorders"|"Category"|
98157|"Sex-chromosome structural anomaly"|"Group of disorders"|"Category"|
98154|"Paternal uniparental disomy"|"Group of disorders"|"Category"|
98155|"Sex-chromosome anomaly"|"Group of disorders"|"Category"|
98158|"Chromosome Y structural anomaly"|"Group of disorders"|"Category"|
98159|"Chromosome X structural anomaly"|"Group of disorders"|"Category"|
98141|"Total autosomal monosomy"|"Group of disorders"|"Category"|
98142|"Partial autosomal monosomy"|"Group of disorders"|"Category"|
98058|"Rare urinary tract tumor"|"Group of disorders"|"Category"|
98059|"Rare digestive tumor"|"Group of disorders"|"Category"|
98060|"Rare respiratory tumor"|"Group of disorders"|"Category"|
98061|"Rare otorhinolaryngologic tumor"|"Group of disorders"|"Category"|
98054|"Rare genetic cardiac disease"|"Group of disorders"|"Category"|
98056|"Rare genetic renal disease"|"Group of disorders"|"Category"|
98057|"Rare tumor"|"Group of disorders"|"Category"|
610573|"CLCN6-related childhood-onset progressive neurodegeneration-peripheral neuropathy syndrome"|"Disorder"|"Disease"|619173
98062|"Rare nervous system tumor"|"Group of disorders"|"Category"|
98063|"Rare gynecological tumor"|"Group of disorders"|"Category"|
610569|"KIAA1109-related early lethal congenital brain malformations-arthrogryposis syndrome"|"Disorder"|"Disease"|617822
98043|"Diaphragmatic or abdominal wall malformation"|"Group of disorders"|"Category"|
98045|"Respiratory or mediastinal malformation"|"Group of disorders"|"Category"|
604680|"Symptomatic form of X-linked centronuclear myopathy in female carriers"|"Disorder"|"Disease"|
98044|"Central nervous system malformation"|"Group of disorders"|"Category"|
98039|"Digestive tract malformation"|"Group of disorders"|"Category"|
98038|"Cranial malformation"|"Group of disorders"|"Category"|
98041|"Visceral malformation of the liver, biliary tract, pancreas or spleen"|"Group of disorders"|"Category"|
98050|"Rare allergic disease"|"Group of disorders"|"Category"|
98053|"Rare genetic disease"|"Group of disorders"|"Category"|
98052|"Rare allergic respiratory disease"|"Group of disorders"|"Category"|
98047|"Rare infertility"|"Group of disorders"|"Category"|
98049|"Rare female infertility"|"Group of disorders"|"Category"|
98048|"Rare male infertility"|"Group of disorders"|"Category"|
98086|"46,XY disorder of sex development due to a defect in testosterone metabolism by peripheral tissue"|"Group of disorders"|"Category"|
98087|"Syndrome with 46,XY disorder of sex development"|"Group of disorders"|"Category"|
98098|"Autosomal recessive degenerative and progressive cerebellar ataxia"|"Group of disorders"|"Category"|
98099|"Autosomal recessive syndromic cerebellar ataxia"|"Group of disorders"|"Category"|
98096|"Autosomal recessive metabolic cerebellar ataxia"|"Group of disorders"|"Category"|
98097|"Autosomal recessive cerebellar ataxia due to a DNA repair defect"|"Group of disorders"|"Category"|
98095|"Autosomal recessive congenital cerebellar ataxia"|"Group of disorders"|"Category"|
611256|"Pontocerebellar hypoplasia type 12"|"Disorder"|"Malformation syndrome"|618266
611314|"Rare syndromic intellectual disability without multiple congenital anomalies/dysmorphic syndrome"|"Group of disorders"|"Category"|
611237|"Parkinsonism with polyneuropathy"|"Disorder"|"Disease"|619279
611247|"Pontocerebellar hypoplasia type 11"|"Disorder"|"Malformation syndrome"|617695
98074|"Gonadal dysgenesis of gynecological interest"|"Group of disorders"|"Category"|
611216|"Aplastic anemia-intellectual disability-dwarfism syndrome"|"Disorder"|"Disease"|619151
611223|"EN1-related dorsoventral syndrome"|"Disorder"|"Malformation syndrome"|619218
611201|"Oculogastrointestinal-neurodevelopmental syndrome"|"Disorder"|"Malformation syndrome"|619318
611207|"Spondyloepiphyseal dysplasia-sensorineural hearing loss-intellectual disability-Leber congenital amaurosis syndrome"|"Disorder"|"Clinical syndrome"|619260
613267|"Pontocerebellar hypoplasia type 13"|"Disorder"|"Malformation syndrome"|618606
98085|"46,XY disorder of sex development"|"Group of disorders"|"Category"|
613274|"Pontocerebellar hypoplasia type 14"|"Disorder"|"Malformation syndrome"|619302
611327|"Genetic multiple congenital anomalies/dysmorphic syndrome-intellectual disability"|"Group of disorders"|"Category"|
98078|"46,XX disorder of sex development induced by androgens excess"|"Group of disorders"|"Category"|
98255|"Chronic encephalitis"|"Group of disorders"|"Category"|
98258|"Infantile epilepsy syndrome"|"Group of disorders"|"Category"|
98257|"Neonatal epilepsy syndrome"|"Group of disorders"|"Category"|
98260|"Adolescent-onset epilepsy syndrome"|"Group of disorders"|"Category"|
98259|"Childhood-onset epilepsy syndrome"|"Group of disorders"|"Category"|
98261|"Progressive myoclonic epilepsy"|"Group of disorders"|"Clinical group"|
98249|"Ehlers-Danlos syndrome"|"Group of disorders"|"Clinical group"|
600832|"Legionellosis"|"Group of disorders"|"Clinical group"|
98252|"Infectious encephalitis"|"Group of disorders"|"Category"|
600668|"CCNK-related neurodevelopmental disorder-severe intellectual disability-facial dysmorphism syndrome"|"Disorder"|"Disease"|
600663|"NRXN1-related severe neurodevelopmental disorder-motor stereotypies-chronic constipation-sleep-wake cycle disturbance"|"Disorder"|"Malformation syndrome"|
600691|"Combined deficiency of factor VII and factor X"|"Disorder"|"Disease"|
600731|"Clark-Baraitser syndrome"|"Disorder"|"Malformation syndrome"|617752
98290|"Immunodeficiency-associated lymphoproliferative disease"|"Group of disorders"|"Category"|
98289|"Dendritic cell tumor"|"Group of disorders"|"Category"|
98288|"Macrophage or histiocytic tumor"|"Group of disorders"|"Category"|
98287|"Histiocytic and dendritic cell tumor"|"Group of disorders"|"Category"|
98293|"Hodgkin lymphoma"|"Group of disorders"|"Clinical group"|
98292|"Mastocytosis"|"Group of disorders"|"Category"|154800
98291|"Lymphoproliferative disease associated with primary immune disease"|"Group of disorders"|"Category"|619126
98282|"Plasma cell tumor"|"Group of disorders"|"Category"|
98274|"Myeloproliferative neoplasm"|"Group of disorders"|"Clinical group"|
98277|"Acute myeloid leukemia with recurrent genetic anomaly"|"Group of disorders"|"Category"|601626
98275|"Myelodysplastic/myeloproliferative disease"|"Group of disorders"|"Clinical group"|
98267|"Genetic non-syndromic obesity"|"Disorder"|"Disease"|
98196|"Malformation syndrome with hamartosis"|"Group of disorders"|"Category"|
601028|"Non-syndromic anorectal malformation with rectovaginal fistula"|"Disorder"|"Morphological anomaly"|
601033|"Non-syndromic anorectal malformation with H-type fistula"|"Disorder"|"Morphological anomaly"|
601008|"Non-syndromic anorectal malformation with anal stenosis"|"Disorder"|"Morphological anomaly"|
601013|"Non-syndromic anorectal malformation with pouch colon"|"Disorder"|"Morphological anomaly"|
601018|"Non-syndromic anorectal malformation with rectal atresia"|"Disorder"|"Morphological anomaly"|
601023|"Non-syndromic anorectal malformation with rectal stenosis"|"Disorder"|"Morphological anomaly"|
600984|"Non-syndromic anorectal malformation with rectovesical fistula"|"Disorder"|"Morphological anomaly"|
600993|"Non-syndromic anorectal malformation with vestibular fistula"|"Disorder"|"Morphological anomaly"|
600998|"Non-syndromic cloacal malformation"|"Disorder"|"Morphological anomaly"|
601002|"Non-syndromic anorectal malformation without fistula"|"Disorder"|"Morphological anomaly"|
600961|"Non-syndromic anorectal malformation with rectourethral fistula"|"Disorder"|"Morphological anomaly"|
600952|"Non-syndromic anorectal malformation with perineal fistula"|"Disorder"|"Morphological anomaly"|
600975|"Non-syndromic anorectal malformation with rectourethral fistula, prostatic type"|"Subtype of disorder"|"Clinical subtype"|
600966|"Non-syndromic anorectal malformation with rectourethral fistula, bulbar type"|"Subtype of disorder"|"Clinical subtype"|
98203|"Combined dystonia"|"Group of disorders"|"Category"|
97245|"Congenital myopathy"|"Group of disorders"|"Category"|
97244|"Rigid spine syndrome"|"Disorder"|"Disease"|602771
97242|"Congenital muscular dystrophy"|"Group of disorders"|"Category"|
97261|"GRFoma"|"Disorder"|"Disease"|
97253|"Neuroendocrine tumor of pancreas"|"Group of disorders"|"Category"|
97252|"Mega-cisterna magna"|"Disorder"|"Morphological anomaly"|
97249|"Pontocerebellar hypoplasia type 3"|"Disorder"|"Malformation syndrome"|608027
97279|"Insulinoma"|"Disorder"|"Disease"|
97278|"PPoma"|"Disorder"|"Disease"|
97275|"Encephalitis"|"Group of disorders"|"Category"|
97285|"Thyroid lymphoma"|"Disorder"|"Disease"|
97283|"Somatostatinoma"|"Disorder"|"Disease"|
97282|"VIPoma"|"Disorder"|"Disease"|
97280|"Glucagonoma"|"Disorder"|"Disease"|
97289|"Thymic neuroendocrine tumor"|"Disorder"|"Disease"|
97290|"Familial papillary thyroid carcinoma with renal papillary neoplasia"|"Disorder"|"Disease"|605642
97286|"Carney-Stratakis syndrome"|"Disorder"|"Disease"|606864
97287|"Bronchial neuroendocrine tumor"|"Disorder"|"Disease"|
97293|"Rare benign ovarian tumor"|"Group of disorders"|"Category"|
97292|"Cardiogenic shock"|"Disorder"|"Particular clinical situation in a disease or syndrome"|
97332|"Kienbock disease"|"Disorder"|"Disease"|
97335|"Osgood-Schlatter disease"|"Disorder"|"Disease"|
97297|"Bohring-Opitz syndrome"|"Disorder"|"Malformation syndrome"|605039
97330|"Thoracic outlet syndrome"|"Disorder"|"Disease"|
97338|"Melanoma of soft tissue"|"Disorder"|"Disease"|
97339|"Dural sinus malformation"|"Disorder"|"Morphological anomaly"|
97336|"Panner disease"|"Disorder"|"Disease"|
97337|"Sinding-Larsen-Johansson disease"|"Disorder"|"Disease"|
97341|"Persistent placoid maculopathy"|"Disorder"|"Disease"|
97340|"Hunter-McAlpine syndrome"|"Disorder"|"Malformation syndrome"|601379
97346|"ADan amyloidosis"|"Subtype of disorder"|"Clinical subtype"|117300
97345|"ABri amyloidosis"|"Subtype of disorder"|"Clinical subtype"|176500
97349|"Postencephalitic parkinsonism"|"Disorder"|"Disease"|
97352|"Pellagra"|"Disorder"|"Disease"|
97353|"Dementia pugilistica"|"Disorder"|"Disease"|
97360|"Robinow syndrome"|"Disorder"|"Malformation syndrome"|616331
97355|"Caribbean parkinsonism"|"Disorder"|"Disease"|
97361|"Renal hypoplasia, unilateral"|"Subtype of disorder"|"Clinical subtype"|
97362|"Renal hypoplasia, bilateral"|"Subtype of disorder"|"Clinical subtype"|
97363|"Unilateral multicystic dysplastic kidney"|"Subtype of disorder"|"Clinical subtype"|
97364|"Bilateral multicystic dysplastic kidney"|"Subtype of disorder"|"Clinical subtype"|
97366|"Multiloculated renal cyst"|"Disorder"|"Morphological anomaly"|
97367|"Renal tubular dysgenesis due to twin-twin transfusion"|"Subtype of disorder"|"Etiological subtype"|
97368|"Drug-related renal tubular dysgenesis"|"Subtype of disorder"|"Etiological subtype"|
97369|"Renal tubular dysgenesis of genetic origin"|"Subtype of disorder"|"Etiological subtype"|267430
97548|"Right sided atrial isomerism"|"Disorder"|"Malformation syndrome"|208530
97560|"Primary membranous glomerulonephritis"|"Disorder"|"Disease"|614692
96183|"Maternal uniparental disomy of chromosome 9"|"Disorder"|"Malformation syndrome"|
96182|"Silver-Russell syndrome due to maternal uniparental disomy of chromosome 7"|"Subtype of disorder"|"Etiological subtype"|
96181|"Maternal uniparental disomy of chromosome 6"|"Disorder"|"Malformation syndrome"|
96180|"Maternal uniparental disomy of chromosome 4"|"Disorder"|"Malformation syndrome"|
96179|"Maternal uniparental disomy of chromosome 2"|"Disorder"|"Malformation syndrome"|
96178|"Ring chromosome 16 syndrome"|"Disorder"|"Malformation syndrome"|
96177|"Ring chromosome 15 syndrome"|"Disorder"|"Malformation syndrome"|
96176|"Ring chromosome 13 syndrome"|"Disorder"|"Malformation syndrome"|
96191|"Paternal uniparental disomy of chromosome 6"|"Disorder"|"Malformation syndrome"|
96190|"Paternal uniparental disomy of chromosome 5"|"Disorder"|"Malformation syndrome"|
96188|"Maternal uniparental disomy of chromosome 22"|"Disorder"|"Malformation syndrome"|
96187|"Maternal uniparental disomy of chromosome 21"|"Disorder"|"Malformation syndrome"|
96186|"Maternal uniparental disomy of chromosome 20"|"Disorder"|"Malformation syndrome"|617352
96185|"Maternal uniparental disomy of chromosome 16"|"Disorder"|"Malformation syndrome"|
96184|"Temple syndrome due to maternal uniparental disomy of chromosome 14"|"Subtype of disorder"|"Etiological subtype"|616222
96194|"Paternal uniparental disomy of chromosome 20"|"Disorder"|"Malformation syndrome"|
96195|"Paternal uniparental disomy of chromosome 21"|"Disorder"|"Malformation syndrome"|
96192|"Paternal uniparental disomy of chromosome 7"|"Disorder"|"Malformation syndrome"|
96193|"Beckwith-Wiedemann syndrome due to paternal uniparental disomy of chromosome 11"|"Subtype of disorder"|"Etiological subtype"|
96256|"Somatotropic adenoma"|"Group of disorders"|"Clinical group"|102200
96210|"Rare genetic deafness"|"Group of disorders"|"Category"|
96253|"Cushing disease"|"Disorder"|"Disease"|219090
96201|"X small rings"|"Disorder"|"Malformation syndrome"|
96321|"Polyploidy"|"Group of disorders"|"Category"|
96269|"Isolated partial vaginal agenesis"|"Disorder"|"Morphological anomaly"|
96264|"49,XXXXY syndrome"|"Disorder"|"Malformation syndrome"|
96263|"48,XXXY syndrome"|"Disorder"|"Malformation syndrome"|
96266|"Leydig cell hypoplasia due to partial LH resistance"|"Subtype of disorder"|"Clinical subtype"|238320
96265|"Leydig cell hypoplasia due to complete LH resistance"|"Subtype of disorder"|"Clinical subtype"|238320
96344|"Rare gynecologic or obstetric disease"|"Group of disorders"|"Category"|
96346|"Anorectal malformation"|"Group of disorders"|"Category"|
96325|"Isochromosome Y"|"Group of disorders"|"Category"|
96334|"Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14"|"Subtype of disorder"|"Etiological subtype"|608149
96333|"Rare otorhinolaryngological malformation"|"Group of disorders"|"Category"|
97120|"Distal arthrogryposis"|"Group of disorders"|"Clinical group"|
97214|"Eisenmenger syndrome"|"Disorder"|"Malformation syndrome"|
96369|"Early-onset schizophrenia"|"Disorder"|"Disease"|
97234|"Glycogen storage disease due to phosphoglycerate mutase deficiency"|"Disorder"|"Disease"|261670
97238|"Rippling muscle disease"|"Disorder"|"Disease"|606072
97239|"Reducing body myopathy"|"Disorder"|"Disease"|300718
97240|"Zebra body myopathy"|"Disorder"|"Disease"|
97229|"Riboflavin transporter deficiency"|"Disorder"|"Malformation syndrome"|614707
97230|"Solar urticaria"|"Disorder"|"Disease"|
97232|"Fingerprint body myopathy"|"Disorder"|"Disease"|305550
97978|"Rare endocrine disease"|"Group of disorders"|"Category"|
98004|"Rare immune disease"|"Group of disorders"|"Category"|
97992|"Rare hematologic disease"|"Group of disorders"|"Category"|
98006|"Rare neurologic disease"|"Group of disorders"|"Category"|
600194|"Factor V Atlanta bleeding disorder"|"Subtype of disorder"|"Etiological subtype"|
