"OrphaCode"|"AverageAgeOfOnset"|"AverageAgeOfDeath"|"InheritanceTypes"
93602|""|""|"Autosomal recessive"
93601|""|""|"Autosomal recessive"
596448|"Adolescent, Adult, Childhood, Elderly"|""|"Not applicable"
93600|""|""|"Autosomal recessive"
93599|"Childhood"|""|"Autosomal recessive"
93606|"Childhood"|""|"X-linked recessive"
596753|"Adult, Elderly"|""|""
93605|"Adolescent, Adult, Childhood, Infancy"|""|"Autosomal recessive"
99094|"Infancy, Neonatal"|""|""
99077|""|""|"Not applicable"
99063|"Adult, Childhood, Infancy, Neonatal"|""|""
99125|"Neonatal"|""|"Not applicable"
99124|"Adolescent, Adult, Childhood, Infancy"|""|""
99095|"Infancy, Neonatal"|""|""
99147|"Adult"|""|"Not applicable"
99138|""|""|"Autosomal dominant"
592873|"Adolescent, Adult, Childhood, Elderly, Infancy"|""|""
99141|"Neonatal"|""|"Autosomal recessive"
99130|""|""|"Not applicable"
99129|""|""|"Not applicable"
99131|""|""|"Not applicable"
99324|"Antenatal, Neonatal"|""|""
99361|""|""|"Autosomal dominant"
99179|"Adolescent, Adult, Childhood"|""|""
99172|"Neonatal"|""|"Unknown"
99657|"Childhood"|""|"Autosomal recessive"
99429|"All ages"|""|"X-linked recessive"
99642|"Adolescent, Adult, Childhood"|""|""
99647|"Infancy, Neonatal"|""|"No data available"
99646|"Childhood, Infancy, Neonatal"|""|"Not applicable"
99688|"Neonatal"|""|""
592574|"Antenatal, Infancy, Neonatal"|""|""
592564|"Childhood, Infancy, Neonatal"|""|""
592570|"Antenatal, Neonatal"|""|""
99718|"Adolescent, Adult, Childhood, Infancy"|""|"Mitochondrial inheritance"
590539|"Adolescent, Adult, Childhood, Elderly"|""|""
99725|"Adolescent, Childhood, Infancy"|""|"Autosomal dominant, X-linked dominant"
589821|"Antenatal, Neonatal"|""|""
589827|"Childhood"|""|""
589824|"Childhood, Infancy"|""|""
589833|"Elderly"|""|""
589830|"Adult"|""|""
589905|"Antenatal, Infancy, Neonatal"|""|"Autosomal dominant"
589856|"Neonatal"|""|""
99710|"Childhood"|""|""
99749|""|""|"Autosomal recessive"
99748|"All ages"|""|"Not applicable"
99734|"Childhood"|""|"Autosomal dominant"
99731|"Infancy, Neonatal"|""|""
99735|"Childhood"|""|"Autosomal dominant"
99736|"Childhood"|""|"Autosomal dominant"
99741|""|""|"Autosomal dominant"
99742|"Infancy, Neonatal"|""|"Autosomal recessive"
99739|""|""|"Autosomal dominant"
99745|"All ages"|""|"Not applicable"
98820|""|""|"Autosomal dominant"
98818|"Childhood"|""|"Autosomal dominant"
98813|"Infancy, Neonatal"|""|"Autosomal dominant, X-linked recessive"
98811|"Adolescent, Adult, Childhood, Infancy"|""|"Autosomal dominant, Not applicable"
98810|"Adolescent, Adult, Childhood, Infancy"|""|"Autosomal dominant, Not applicable"
98809|"Adolescent, Adult, Childhood, Infancy"|""|"Autosomal dominant, Not applicable"
98808|"Childhood"|""|"Autosomal dominant, Not applicable"
98807|"Adolescent, Childhood"|""|"Autosomal dominant"
98838|"Adult"|""|"Multigenic/multifactorial, Not applicable"
98833|"Adult"|""|"Not applicable"
98834|"All ages"|""|"Not applicable"
98831|"Childhood"|""|""
98832|"Adult"|""|"Not applicable"
98827|"All ages"|""|"Not applicable"
98826|"Adolescent, Adult, Childhood, Elderly, Infancy"|""|"Not applicable"
98823|"Adult"|""|"Not applicable"
98824|"Adult"|""|""
98851|"All ages"|""|"Not applicable"
98853|"Childhood"|""|"Autosomal dominant"
98848|"Adult, Elderly"|""|"Not applicable"
98850|"Adult, Antenatal, Elderly, Neonatal"|""|"Not applicable"
98849|"Adult, Elderly"|""|"Not applicable"
98844|"Adult"|""|""
98843|"Adult"|""|""
98846|"Adult"|""|""
98845|"Adult"|""|""
98839|""|""|"Not applicable"
98842|"All ages"|""|""
98841|"All ages"|""|"Not applicable"
589608|"No data available"|""|""
589595|"Adolescent, Adult, Childhood, Infancy"|""|""
98868|"All ages"|""|"Autosomal dominant"
98869|"Infancy, Neonatal"|""|"Autosomal recessive"
589618|"Childhood, Infancy"|""|"Autosomal dominant"
98870|"All ages"|""|"Autosomal dominant, Autosomal recessive"
589534|"Adolescent, Adult, Childhood, Elderly"|""|""
98863|""|""|"X-linked recessive"
589527|"Adult"|""|"Autosomal dominant"
589547|"Childhood, Infancy, Neonatal"|""|""
589542|"Adolescent, Adult, Childhood, Elderly"|""|""
589442|"Childhood, Infancy, Neonatal"|""|""
589435|"Neonatal"|""|"Autosomal recessive"
589522|"Adult"|""|"Autosomal dominant"
589515|"Infancy, Neonatal"|""|""
98855|""|""|"Autosomal recessive"
98856|"Childhood"|""|"Autosomal recessive"
98881|"All ages"|""|"Autosomal dominant"
98880|"Infancy, Neonatal"|""|"Autosomal recessive"
98879|"Childhood, Infancy, Neonatal"|""|"X-linked recessive"
98886|""|""|"Autosomal dominant"
98885|""|""|"Autosomal recessive"
98873|"Childhood"|""|"Autosomal recessive"
98871|"Childhood, Infancy"|""|""
98878|"Childhood, Infancy, Neonatal"|""|"X-linked recessive"
98897|""|""|"Autosomal dominant, Autosomal recessive"
98895|"Childhood"|""|"X-linked recessive"
98896|"Childhood"|""|"X-linked recessive"
98902|"Neonatal"|""|"Autosomal recessive"
98890|"Childhood"|""|"X-linked recessive"
98893|"Infancy, Neonatal"|""|"Autosomal recessive"
98892|"Childhood"|""|"Autosomal dominant, Autosomal recessive, X-linked dominant"
98912|"Adult"|""|""
98914|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
98913|"Infancy, Neonatal"|""|"Autosomal recessive"
98916|"All ages"|""|"Multigenic/multifactorial, Not applicable"
98915|"Infancy, Neonatal"|""|""
98918|"All ages"|""|"Multigenic/multifactorial, Not applicable"
98917|"All ages"|""|"Multigenic/multifactorial, Not applicable"
98908|"Adult"|""|"Autosomal recessive"
98907|""|""|"Autosomal recessive"
98909|"Adolescent, Adult, Childhood, Infancy"|""|""
98933|"Adult"|""|"Not applicable"
98934|"Adult"|""|"Autosomal dominant"
98919|"All ages"|""|"Multigenic/multifactorial, Not applicable"
98920|"Infancy, Neonatal"|""|"Autosomal recessive"
98938|"Antenatal, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
98949|"Antenatal, Neonatal"|""|""
98950|"Antenatal, Neonatal"|""|""
98948|"Antenatal, Neonatal"|""|""
98957|"Childhood"|""|"Autosomal recessive"
98956|""|""|"Autosomal dominant"
98955|"Childhood"|""|"X-linked dominant"
98954|"Childhood"|""|"Autosomal dominant"
98964|"All ages"|""|"Autosomal dominant"
98963|"Childhood"|""|"Autosomal dominant"
98962|"Childhood"|""|"Autosomal dominant"
98961|"Childhood"|""|"Autosomal dominant"
98960|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
98959|"Childhood"|""|"Autosomal dominant"
98971|"Infancy, Neonatal"|""|"Autosomal dominant"
98972|"Childhood"|""|"Autosomal dominant"
98973|"Childhood"|""|"Autosomal dominant"
98974|"Adult"|""|"Autosomal dominant, Multigenic/multifactorial, Not applicable"
98967|"All ages"|""|"Autosomal dominant"
98969|"All ages"|""|"Autosomal recessive"
98970|"All ages"|""|"Autosomal dominant"
98975|"Infancy, Neonatal"|""|"Autosomal dominant"
98976|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive, Not applicable"
98977|"Adolescent, Childhood"|""|"Autosomal dominant"
98978|""|""|"Autosomal dominant"
98988|"Infancy, Neonatal"|""|"Autosomal dominant"
98990|"Infancy, Neonatal"|""|"Autosomal dominant"
98989|"Childhood"|""|"Autosomal dominant"
98984|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
98985|"Infancy, Neonatal"|""|"Autosomal dominant"
98995|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
98992|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
98991|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
98994|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
98993|"Infancy, Neonatal"|""|"Autosomal dominant"
99001|"Adult"|""|"Autosomal dominant"
99002|"Adult"|""|"Autosomal recessive, Unknown"
99000|"Adult"|""|"Autosomal dominant, Not applicable"
99003|"Adult"|""|"Autosomal dominant"
99013|"Adolescent, Adult, Childhood, Elderly"|""|"Autosomal recessive"
99014|"Childhood, Infancy"|""|"X-linked recessive"
99015|"Childhood"|""|"X-linked recessive"
585867|"Adolescent, Adult, Childhood, Elderly, Infancy, Neonatal"|""|""
585877|"Adolescent, Adult, Childhood, Elderly, Infancy"|""|""
585909|"Adolescent, Adult, Childhood, Elderly, Infancy"|""|""
585936|"Adolescent, Adult, Childhood"|""|""
585942|"Adolescent, Adult, Childhood"|""|""
585918|"Adolescent, Adult, Childhood, Infancy"|""|""
585929|"Adolescent, Adult, Childhood"|""|""
99027|"Adult"|""|"Autosomal dominant"
585956|"Adolescent, Adult, Childhood"|""|""
585948|"Adolescent, Adult, Childhood"|""|""
586130|"Adult, Elderly"|""|""
99042|"Infancy, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
99043|""|""|"Multigenic/multifactorial"
99045|""|""|"Multigenic/multifactorial"
99046|""|""|"Multigenic/multifactorial"
99050|"Infancy, Neonatal"|""|""
98606|"Neonatal"|""|""
98555|"Antenatal, Neonatal"|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
98676|"Childhood, Infancy, Neonatal"|""|"Autosomal recessive"
98673|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
98672|"Childhood"|""|"Autosomal dominant"
98627|"All ages"|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
98626|"All ages"|""|"Autosomal dominant, Autosomal recessive"
98625|"All ages"|""|"Autosomal dominant, X-linked recessive"
98619|""|""|"Autosomal dominant, Autosomal recessive"
583856|"Adult, Elderly"|""|""
583861|"Adult, Elderly"|""|""
98723|"Neonatal"|""|""
98686|"Neonatal"|""|"Not applicable"
583097|"Neonatal"|""|""
98798|"Adolescent, Adult"|""|""
98797|"Adolescent, Adult"|""|""
98793|""|""|"Autosomal dominant"
98791|"Infancy, Neonatal"|""|"Not applicable, Unknown"
98806|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
98805|"Adolescent, Adult"|""|"Autosomal dominant"
98784|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
98764|"Adolescent, Adult"|""|"Autosomal dominant"
98763|""|""|"Autosomal dominant"
98766|"Adolescent, Adult, Childhood, Elderly"|""|"Autosomal dominant"
98765|"Adult"|""|"Autosomal dominant"
98760|"Adult"|""|"Autosomal dominant"
98759|"All ages"|""|"Autosomal dominant"
98762|"All ages"|""|"Autosomal dominant"
98761|"Adult"|""|"Autosomal dominant"
98772|"Adult"|""|"Autosomal dominant"
98771|"Adult"|""|"Autosomal dominant"
98773|"Adolescent"|""|"Autosomal dominant"
98768|"Adult"|""|"Autosomal dominant"
98767|"Adolescent, Adult, Childhood, Elderly"|""|"Autosomal dominant"
98769|"Adult, Elderly"|""|"Autosomal dominant"
580940|"Antenatal, Infancy, Neonatal"|""|""
580951|"Adult"|""|""
580933|"Antenatal"|""|"Autosomal recessive"
98755|"All ages"|""|"Autosomal dominant"
98756|"All ages"|""|"Autosomal dominant"
98757|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
98758|"Adolescent, Adult, Elderly"|""|"Autosomal dominant"
581271|"Adult"|""|""
98754|"Adolescent, Adult"|""|""
580572|"Adult, Elderly"|""|""
98306|"Adolescent, Adult, Childhood, Elderly"|""|"Autosomal dominant, Autosomal recessive"
575553|"Adult"|""|"Autosomal dominant"
576278|"Infancy, Neonatal"|""|""
573253|"Adolescent, Adult, Childhood, Infancy"|""|""
574957|"All ages"|""|"Autosomal recessive"
574918|"All ages"|""|"Autosomal recessive"
98375|"All ages"|""|"Multigenic/multifactorial"
573278|"Adolescent, Adult, Childhood, Infancy"|""|""
572385|"Antenatal"|""|""
572361|"Antenatal"|""|""
98428|"All ages"|""|"Autosomal dominant, Autosomal recessive"
572428|"Infancy"|""|""
98434|"Infancy, Neonatal"|""|"Autosomal recessive"
572543|"Childhood, Infancy"|""|"Autosomal recessive"
572550|"Adolescent, Adult, Childhood, Infancy"|""|"Autosomal recessive"
572773|"Antenatal"|""|""
572798|"Infancy, Neonatal"|""|""
572761|"Antenatal, Neonatal"|""|"Autosomal recessive"
572768|"Antenatal"|""|""
98523|"Antenatal, Infancy, Neonatal"|""|"Autosomal recessive"
572013|"Infancy"|""|"Autosomal dominant"
572333|"Antenatal"|""|""
572354|"Antenatal"|""|""
570762|"All ages"|""|""
570491|"Antenatal, Infancy, Neonatal"|""|""
570470|"All ages"|""|"Not applicable"
570438|"All ages"|""|""
570431|"All ages"|""|""
570422|"Infancy, Neonatal"|""|""
570371|"Antenatal"|""|""
104075|"Adult"|""|"Not applicable"
103919|""|""|"Not applicable"
103918|"Childhood"|""|""
103910|"Infancy, Neonatal"|""|""
103908|"Antenatal, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
103909|""|""|"Autosomal dominant"
103907|"Childhood"|""|""
102006|"All ages"|""|""
101685|"Childhood, Infancy"|""|"Autosomal dominant, Autosomal recessive, X-linked dominant, X-linked recessive"
101351|""|""|"Autosomal dominant"
101959|"All ages"|""|"Multigenic/multifactorial"
101150|"Infancy, Neonatal"|""|"Autosomal recessive"
101111|"All ages"|""|"Autosomal dominant"
101112|"Adult"|""|"Autosomal dominant"
101109|"Childhood"|""|"Autosomal dominant"
101110|"Adult"|""|"Autosomal dominant"
101108|"Adult"|""|"Autosomal dominant"
101334|""|""|"Not applicable"
101330|"Adult"|""|"Autosomal dominant, Multigenic/multifactorial"
101206|"Antenatal, Neonatal"|""|""
101085|"Childhood, Infancy"|""|"Autosomal dominant"
101088|""|""|"X-linked recessive"
101081|"Childhood"|""|"Autosomal dominant"
101082|"Adolescent, Adult, Childhood, Infancy"|""|"Autosomal dominant"
101083|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
101084|"Adolescent, Adult, Childhood, Infancy"|""|"Autosomal dominant"
101077|"Adolescent, Childhood"|""|"X-linked recessive"
101078|"Childhood, Infancy, Neonatal"|""|"X-linked recessive"
101075|"Childhood"|""|"X-linked dominant"
101076|"Childhood, Infancy"|""|"X-linked recessive"
101102|"Childhood"|""|"Autosomal recessive"
101101|"Adult"|""|"Autosomal recessive"
101097|"Infancy, Neonatal"|""|"Autosomal recessive"
101096|"All ages"|""|"Not applicable"
101049|""|""|"Autosomal dominant"
101041|"All ages"|""|"Autosomal dominant"
101046|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
101068|"Neonatal"|""|"Autosomal dominant"
101063|""|""|"Autosomal dominant, Autosomal recessive, Not applicable"
101009|"Adolescent"|""|"Autosomal dominant"
101010|"Adolescent, Adult"|""|"Autosomal dominant, Autosomal recessive"
101011|"Childhood"|""|"Autosomal dominant"
101016|"All ages"|""|"Autosomal dominant, Autosomal recessive"
101039|""|""|"Unknown"
101028|"Infancy, Neonatal"|""|"Autosomal recessive"
100984|"Adult, Childhood"|""|"Autosomal dominant"
100980|""|""|"Autosomal dominant"
100979|""|""|"Autosomal dominant"
100978|"Neonatal"|""|""
100991|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
100989|"Adolescent, Adult"|""|"Autosomal dominant"
100988|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
100986|""|""|"Autosomal recessive"
100985|"Adolescent, Adult, Childhood, Infancy"|""|"Autosomal dominant"
100999|"Adult"|""|"Autosomal dominant"
101000|"Infancy"|""|"Autosomal recessive"
100997|"Infancy"|""|"X-linked recessive"
100998|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
100995|"Adult"|""|"Autosomal recessive"
100996|"Adolescent, Adult, Childhood"|""|"Autosomal recessive"
100993|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
100994|"Adolescent, Adult"|""|"Autosomal dominant"
101007|"Adolescent, Adult"|""|"Autosomal recessive"
101008|"Adolescent, Childhood, Infancy"|""|"Autosomal recessive"
101005|"Adult"|""|"Autosomal recessive"
101006|"Adolescent, Childhood"|""|"Autosomal recessive"
101003|"Childhood"|""|"Autosomal recessive"
101004|"Infancy"|""|"Autosomal recessive"
101001|"Adolescent, Adult, Childhood"|""|"Autosomal recessive"
100088|"Adult"|""|""
100085|"Adult"|""|"Not applicable"
100093|"All ages"|""|"Not applicable"
100924|"Adolescent, Childhood"|""|"Autosomal recessive"
100973|""|""|"X-linked recessive"
100976|"Infancy, Neonatal"|""|"Autosomal recessive"
100054|"Adult"|""|"Autosomal dominant"
100051|"All ages"|""|"Autosomal dominant"
100057|"Adult"|""|"Multigenic/multifactorial, Not applicable"
100056|"Adult"|""|"Not applicable"
100055|"Adult"|""|"Not applicable"
100069|"Adult"|""|"Multigenic/multifactorial, Not applicable"
100070|"Adult"|""|"Multigenic/multifactorial, Not applicable"
100073|"All ages"|""|"Not applicable"
100075|"Adult, Elderly"|""|"Not applicable"
100071|"Antenatal, Neonatal"|""|""
100078|"Adult"|""|"Not applicable"
100077|"Adult"|""|""
100080|"Adult, Elderly"|""|""
100081|"Adult"|""|""
100020|"Adult"|""|"Not applicable"
100019|"Adult"|""|"Not applicable"
100024|"Adult"|""|""
100026|"Adult"|""|""
100025|"Adolescent, Adult"|""|""
100032|""|""|"Autosomal dominant, Autosomal recessive"
100031|""|""|"Autosomal dominant, Autosomal recessive, X-linked dominant"
100034|""|""|"Autosomal dominant"
100033|""|""|"Autosomal recessive, X-linked dominant"
100043|"Adult"|""|"Autosomal dominant"
100044|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
100045|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
100046|"Adult"|""|"Autosomal dominant"
100050|"All ages"|""|"Autosomal dominant"
100016|"Antenatal, Neonatal"|""|""
100015|"Antenatal, Neonatal"|""|""
100011|"Antenatal, Neonatal"|""|""
100014|"Antenatal, Neonatal"|""|""
100013|"Neonatal"|""|""
100008|"Adolescent, Adult"|""|"Autosomal dominant"
100006|"Adult"|""|"Autosomal dominant"
99995|"All ages"|""|""
99994|"All ages"|""|""
99989|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive, Not applicable"
99981|"Infancy, Neonatal"|""|"Not applicable"
99978|"Adult"|""|"Not applicable"
99977|"Adult, Elderly"|""|"Multigenic/multifactorial, Not applicable"
99976|"Adult, Elderly"|""|"Not applicable"
99971|"Adult"|""|"Not applicable"
99969|"Adult"|""|"Not applicable"
99970|"Adult"|""|"Not applicable"
99967|"Adult"|""|"Not applicable"
99966|"Antenatal, Childhood, Infancy, Neonatal"|""|""
99955|"Infancy, Neonatal"|""|"Autosomal recessive"
99956|"Childhood"|""|"Autosomal recessive"
99948|"Infancy, Neonatal"|""|"Autosomal recessive"
99947|"Childhood"|""|"Autosomal dominant"
99950|"Adolescent, Childhood"|""|"Autosomal recessive"
99949|"Childhood"|""|"Autosomal recessive"
99952|"Childhood"|""|"Autosomal recessive"
99951|"Infancy, Neonatal"|""|"Autosomal recessive"
99954|"Infancy"|""|"Autosomal recessive"
99953|"Adolescent, Childhood"|""|"Autosomal recessive"
99940|"Adolescent, Adult, Elderly"|""|"Autosomal dominant"
99939|"Adolescent, Adult, Childhood, Infancy"|""|"Autosomal dominant"
99942|"Adult"|""|"Autosomal dominant"
99941|"Adolescent, Adult, Childhood, Elderly"|""|"Autosomal dominant"
99944|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
99943|"Adult"|""|"Autosomal dominant"
99946|"Childhood"|""|"Autosomal dominant"
99945|"Adolescent, Adult"|""|"Autosomal dominant"
99931|"Childhood"|""|""
99932|"Infancy"|""|""
99936|"Adolescent, Adult"|""|"Autosomal dominant"
99937|"Adolescent, Adult, Childhood, Infancy"|""|"Autosomal dominant"
99938|"Adolescent, Adult"|""|"Autosomal dominant"
99925|"Adult"|""|"Not applicable"
99926|"Adult"|""|"Not applicable"
99927|"Adolescent, Adult"|""|"Autosomal recessive, Not applicable"
99928|"Adult"|""|"Not applicable"
99918|"All ages"|""|"Not applicable"
99917|"Adult"|""|""
99916|"Adolescent, Adult, Childhood, Elderly"|""|""
99915|"Adolescent, Adult, Elderly"|""|""
99919|"All ages"|""|"Not applicable"
99912|"Adolescent"|""|"Unknown"
99901|"Childhood, Infancy, Neonatal"|""|"Autosomal recessive"
99905|"All ages"|""|""
99903|"All ages"|""|""
99898|"Infancy, Neonatal"|""|"Autosomal recessive"
99879|"Adult"|""|"Autosomal dominant"
99880|"Adolescent, Adult"|""|""
99887|""|""|"Not applicable"
99889|"Adult, Elderly"|""|"Not applicable"
99885|"Antenatal, Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
99886|"Antenatal, Neonatal"|""|"Autosomal dominant, Autosomal recessive, Not applicable"
99865|"Adolescent, Adult"|""|"Unknown"
99860|"Childhood"|""|"Not applicable"
99861|"Adolescent, Adult"|""|"Not applicable"
99868|"Adult"|""|"Not applicable"
99867|"Adult"|""|"Not applicable"
99869|"Adult"|""|"Not applicable"
99849|"Adult"|""|"Autosomal recessive"
99845|"Childhood"|""|"Autosomal dominant, Autosomal recessive, Not applicable"
99846|"No data available"|""|"Autosomal dominant"
99843|"Childhood"|""|"Autosomal recessive"
99844|"Childhood"|""|"Autosomal recessive"
99853|"Adolescent, Adult, Childhood"|""|"Autosomal recessive"
